url,label,source,y_pred,y_prob,error_type,url_length,num_dots,num_subdomains,num_hyphens_url,num_hyphens_hostname,https_flag,entropy_url,num_numeric_chars,num_sensitive_words,hostname_length,path_length,url_char_prob,char_continuation_rate,tld_legit_prob,entropy_domain,num_query_params,num_special_chars,at_symbol_present,pct_numeric_chars,suspicious_file_ext,path_depth,num_underscores,query_length,has_fragment,has_repeated_digits,avg_subdomain_length,tld_length,token_count
https://nz.nz-post.shop,1.0,PhiUSIIL,0.0,0.223304,FN,23,2,1,1,1,1,3.38162,0,0,15,0,0.04504386,0.347826,0.0,2.807355,0,0,0,0.0,0,0,0,0,0,0,2.0,4,5
https://www.rakutenia.top,1.0,PhiUSIIL,0.0,0.19092,FN,25,2,1,0,0,1,3.813661,0,0,17,0,0.04634405,0.48,0.003989,2.947703,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.michelonturismo.com.br,1.0,PhiUSIIL,0.0,0.014491,FN,34,3,1,0,0,1,4.035274,0,0,26,0,0.05027854,0.529412,0.001584,3.506891,0,0,0,0.0,0,0,0,0,0,0,3.0,6,5
https://www.3656v.net,1.0,PhiUSIIL,0.0,0.173265,FN,21,2,1,0,0,1,3.653757,4,0,13,0,0.0317745,0.571429,0.141006,1.921928,0,0,0,0.190476,0,0,0,0,0,0,3.0,3,4
https://www.grst.com/,1.0,PhiUSIIL,0.0,0.379796,FN,21,2,1,0,0,1,3.522572,0,0,12,1,0.04533693,0.380952,0.616839,2.0,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.edenwestreporting.com.au,1.0,PhiUSIIL,0.0,0.008789,FN,36,3,1,0,0,1,4.037845,0,0,28,0,0.05181385,0.555556,0.001175,3.263933,0,0,0,0.0,0,0,0,0,0,0,3.0,6,5
https://10web.io/blog/wordpress-websites/,0.0,LegitPhish,1.0,0.999885,FP,41,1,0,1,0,1,3.985873,2,0,8,25,0.04750923,0.341463,0.022873,2.321928,0,0,0,0.04878,0,2,0,0,0,0,0.0,2,6
https://www.charitynavigator.org/,0.0,LegitPhish,1.0,0.599654,FP,33,2,1,0,0,1,3.92259,0,0,24,1,0.04615966,0.575758,0.025706,3.32782,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://inkbotdesign.com/most-popular-websites/,0.0,LegitPhish,1.0,0.924432,FP,47,1,0,2,0,1,4.24642,0,0,16,23,0.05235273,0.319149,0.616839,3.251629,0,0,0,0.0,0,1,0,0,0,0,0.0,3,6
https://www.alhashimia.net,1.0,PhiUSIIL,0.0,0.001328,FN,26,2,1,0,0,1,3.661226,0,0,18,0,0.0459463,0.5,0.141006,2.446439,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.scarletespinal.com,1.0,PhiUSIIL,0.0,0.000989,FN,30,2,1,0,0,1,3.964735,0,0,22,0,0.05210437,0.566667,0.616839,3.235926,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.turnaroundsupport.co.za,1.0,PhiUSIIL,0.0,0.001959,FN,35,3,1,0,0,1,3.857017,0,0,27,0,0.04745651,0.571429,0.000341,3.057476,0,0,0,0.0,0,0,0,0,0,0,3.0,5,5
https://beebom.com/cool-interesting-websites/,0.0,LegitPhish,1.0,0.958561,FP,45,1,0,2,0,1,3.96676,0,0,10,27,0.05694321,0.311111,0.616839,1.918296,0,0,0,0.0,0,1,0,0,0,0,0.0,3,6
https://blogs.cornell.edu/info2040/2017/10/18/the-worlds-most-popular-websites/,0.0,LegitPhish,1.0,0.99322,FP,79,2,1,4,0,1,4.555513,12,0,17,54,0.04352361,0.189873,0.005124,2.521641,0,0,0,0.151899,0,5,0,0,0,0,5.0,3,13
https://www.birfa.tech,1.0,PhiUSIIL,0.0,0.001049,FN,22,2,1,0,0,1,3.754442,0,0,14,0,0.04163655,0.363636,0.001321,2.321928,0,0,0,0.0,0,0,0,0,0,0,3.0,4,4
https://www.iboiha.fun,1.0,PhiUSIIL,0.0,0.002329,FN,22,2,1,0,0,1,3.788755,0,0,14,0,0.03972117,0.409091,0.00048,2.251629,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.vmailmessage.com,1.0,PhiUSIIL,0.0,0.002843,FN,28,2,1,0,0,1,3.94076,0,0,20,0,0.05021233,0.535714,0.616839,2.918296,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.labanquepostal.co,1.0,PhiUSIIL,0.0,0.005839,FN,29,2,1,0,0,1,3.952303,0,0,21,0,0.04755309,0.586207,0.004868,3.324863,0,0,0,0.0,0,0,0,0,0,0,3.0,2,4
https://www.shorttermtradings.com,1.0,PhiUSIIL,0.0,0.001142,FN,33,2,1,0,0,1,3.957294,0,0,25,0,0.05006415,0.606061,0.616839,3.410417,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.sleamcommulnity.ru,1.0,PhiUSIIL,0.0,0.025251,FN,30,2,1,0,0,1,4.098069,0,0,22,0,0.0467558,0.6,0.008066,3.456565,0,0,0,0.0,0,0,0,0,0,0,3.0,2,4
https://www.babsecurity.co.ke,1.0,PhiUSIIL,0.0,0.006885,FN,29,3,1,0,0,1,4.021268,0,0,21,0,0.04559503,0.482759,5.7e-05,3.277613,0,0,0,0.0,0,0,0,0,0,0,3.0,5,5
https://www.nin-nin-game.com,1.0,PhiUSIIL,0.0,0.003257,FN,28,2,1,2,2,1,3.923252,0,0,20,0,0.05034125,0.285714,0.616839,2.584963,0,0,0,0.0,0,0,0,0,0,0,3.0,3,6
https://www.sparkassesicherheit.link,1.0,PhiUSIIL,0.0,0.023152,FN,36,2,1,0,0,1,3.853701,0,0,28,0,0.04705894,0.611111,0.00088,3.155565,0,0,0,0.0,0,0,0,0,0,0,3.0,4,4
https://www.uc-free.com,1.0,PhiUSIIL,0.0,0.001358,FN,23,2,1,1,1,1,3.882045,0,0,15,0,0.04849594,0.347826,0.616839,2.521641,0,0,0,0.0,0,0,0,0,0,0,3.0,3,5
https://www.pastance.com,1.0,PhiUSIIL,0.0,0.000474,FN,24,2,1,0,0,1,3.688722,0,0,16,0,0.05204417,0.458333,0.616839,2.75,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.faewood.com,1.0,PhiUSIIL,0.0,0.000464,FN,23,2,1,0,0,1,3.708132,0,0,15,0,0.04972233,0.434783,0.616839,2.521641,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.kafedam.com,1.0,PhiUSIIL,0.0,0.000705,FN,23,2,1,0,0,1,3.882045,0,0,15,0,0.04649151,0.434783,0.616839,2.521641,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.mlbair.com/,0.0,LegitPhish,1.0,0.938316,FP,23,2,1,0,0,1,3.849224,0,0,14,1,0.04572111,0.391304,0.616839,2.584963,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.kwresearch.com.au,1.0,PhiUSIIL,0.0,0.003891,FN,29,3,1,0,0,1,3.866433,0,0,21,0,0.04808211,0.448276,0.001175,2.921928,0,0,0,0.0,0,0,0,0,0,0,3.0,6,5
https://www.dailynewsagent.com,1.0,PhiUSIIL,0.0,0.000505,FN,30,2,1,0,0,1,4.081728,0,0,22,0,0.04819484,0.566667,0.616839,3.378783,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.dskuk.org,1.0,PhiUSIIL,0.0,0.000143,FN,21,2,1,0,0,1,3.689704,0,0,13,0,0.03679814,0.380952,0.025706,1.921928,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.amznn.net,1.0,PhiUSIIL,0.0,0.000233,FN,21,2,1,0,0,1,3.522572,0,0,13,0,0.04464821,0.380952,0.141006,1.921928,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.flowcode.com/page/attiimal,1.0,PhiUSIIL,0.0,0.324429,FN,38,2,1,0,0,1,3.99767,0,0,16,14,0.05120219,0.289474,0.616839,2.75,0,0,0,0.0,0,1,0,0,0,0,3.0,3,6
https://www.2023foco.com.br,1.0,PhiUSIIL,0.0,0.001244,FN,27,3,1,0,0,1,3.93027,4,0,19,0,0.04094839,0.444444,0.001584,2.5,0,0,0,0.148148,0,0,0,0,0,0,3.0,6,5
https://www.pentahousing.com,1.0,PhiUSIIL,0.0,0.006004,FN,28,2,1,0,0,1,3.96772,0,0,20,0,0.0483732,0.535714,0.616839,3.418296,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.thelifegraduate.com,1.0,PhiUSIIL,0.0,0.000659,FN,31,2,1,0,0,1,4.1313,0,0,23,0,0.04795508,0.580645,0.616839,3.323231,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.ks515.cc,1.0,PhiUSIIL,0.0,0.145,FN,20,2,1,0,0,1,3.484184,3,0,12,0,0.03453323,0.55,0.0035,1.921928,0,0,0,0.15,0,0,0,0,0,0,3.0,2,4
